X	Y
173	196
58	70
24	47
59	128
161	155
52	148
15	84
179	137
40	168
182	83
84	195
117	147
55	117
4	17
160	174
144	114
83	26
82	178
153	120
53	161
35	30
32	93
190	47
173	138
45	143
121	46
130	42
148	134
151	137
176	194
104	88
52	163
39	54
144	0
62	127
24	118
51	169
167	87
168	174
79	110
142	27
16	63
133	159
6	190
70	68
21	143
15	13
84	76
6	167
87	2
89	168
32	166
172	99
191	185
13	93
46	178
161	160
72	18
186	126
2	192
58	51
2	36
27	144
7	121
136	157
52	181
179	4
73	112
117	27
45	73
54	18
176	185
85	93
94	123
36	93
3	109
147	121
44	77
46	79
129	143
18	146
190	73
92	89
35	121
128	81
98	85
12	3
6	9
138	38
16	150
123	39
26	137
148	70
181	145
100	97
199	103
189	65
15	5
68	54
121	68
193	199
24	67
169	29
34	146
110	175
89	109
66	81
74	88
91	165
56	82
136	70
157	83
91	178
21	1
139	41
111	159
111	66
120	95
3	154
98	126
143	198
111	178
0	31
34	24
124	109
62	42
75	41
145	130
73	61
135	139
92	85
79	185
15	107
80	47
52	108
4	189
161	121
118	83
165	5
9	144
56	59
148	78
109	39
154	160
53	27
33	152
80	147
159	35
136	124
14	12
50	139
3	12
150	126
114	129
145	79
117	118
147	84
58	187
54	152
129	102
18	4
93	84
87	195
160	59
26	186
125	167
95	105
123	76
91	69
55	77
153	199
125	78
156	86
31	2
147	48
123	98
188	64
9	198
41	143
32	77
25	167
28	87
74	24
144	97
141	28
87	78
170	138
146	48
36	159
150	132
97	142
101	153
17	192
50	128
173	26
184	42
181	137
121	117
144	68
28	94
64	108
28	49
132	106
174	35
71	9
136	160
187	23
191	32
50	123
168	82
35	39
47	149
18	199
10	184
53	6
196	114
115	89
106	107
170	3
81	164
79	11
197	80
23	118
190	8
31	10
159	102
156	18
89	196
156	183
179	72
113	104
58	8
167	131
137	43
95	133
50	61
50	130
124	190
134	15
115	65
60	158
71	164
164	173
85	0
178	178
113	133
32	68
189	51
96	124
166	59
136	158
75	94
40	80
39	38
21	35
7	140
197	193
66	139
137	72
30	49
151	127
70	55
183	36
161	20
12	92
148	141
129	108
94	56
120	143
191	11
62	50
185	28
120	97
127	188
28	71
104	25
195	66
103	85
132	32
16	113
137	41
86	95
155	39
184	101
162	28
5	179
54	155
151	125
32	78
20	28
117	0
91	152
100	9
132	90
12	54
0	126
144	64
10	21
24	139
1	132
92	191
176	185
24	190
137	31
16	100
102	30
131	96
41	20
196	92
64	75
149	23
137	74
128	92
17	49
19	87
69	36
175	195
18	190
67	105
116	197
41	61
179	174
4	185
189	35
73	159
171	156
139	177
60	68
47	93
154	113
78	64
124	171
165	125
63	67
56	188
51	23
23	16
20	57
87	113
120	139
149	3
104	170
168	118
88	35
198	129
149	187
33	5
103	99
100	54
103	38
189	128
199	7
124	57
112	146
17	33
181	164
87	55
171	149
193	106
154	94
151	54
2	157
102	112
185	176
138	156
92	169
186	142
64	146
114	38
74	85
24	137
155	49
67	122
59	31
164	6
185	180
127	66
13	159
19	12
80	188
59	70
90	115
145	142
3	179
178	151
112	44
96	36
169	96
106	180
3	33
98	81
128	114
36	110
73	155
29	160
175	35
7	114
63	110
37	156
73	93
166	157
131	132
193	196
64	85
21	7
7	66
9	42
31	133
150	129
192	162
121	103
120	66
81	153
126	7
59	199
144	64
108	57
96	47
106	21
8	35
55	78
123	1
79	137
170	55
41	166
90	132
119	185
68	69
180	105
43	174
34	191
42	63
164	23
37	179
174	184
165	11
140	101
165	189
82	105
25	112
160	116
26	87
16	104
172	105
102	116
173	37
61	134
161	98
32	174
115	171
43	12
9	191
20	9
87	26
66	162
113	17
68	126
85	90
164	123
119	194
80	165
70	69
13	125
108	118
8	199
124	120
82	117
91	172
18	195
1	173
71	54
63	89
119	51
115	83
114	126
126	52
181	132
123	33
91	30
15	158
86	41
59	30
42	81
51	134
56	6
52	21
107	150
145	29
191	149
106	163
97	126
176	76
148	115
62	78
22	6
87	139
120	17
117	122
172	189
91	50
123	80
138	9
180	185
48	142
64	40
30	112
169	24
114	180
97	189
98	76
110	69
5	118
29	196
163	185
180	10
82	149
195	133
83	193
166	60
110	9
57	105
123	177
195	16
183	85
56	23
123	20
134	113
181	182
52	32
38	183
46	31
138	24
2	3
61	61
136	84
194	14
108	133
17	100
85	53
20	48
162	145
158	61
102	187
63	4
54	30
116	107
86	142
26	196
50	136
63	3
134	71
19	115
100	31
132	0
87	144
90	55
106	54
48	5
47	7
85	35
87	83
116	83
61	165
36	123
87	127
23	24
197	87
136	69
52	170
103	100
119	121
184	52
23	186
10	51
82	135
70	155
191	43
162	127
144	41
93	62
24	106
191	116
35	40
157	105
140	190
68	107
161	42
155	36
42	130
29	188
94	191
89	172
53	148
90	146
131	60
126	182
101	184
152	75
154	133
32	47
189	48
2	45
90	50
109	186
72	85
109	33
102	132
158	172
112	101
10	197
104	146
80	122
111	132
98	165
32	154
182	90
194	123
102	129
169	84
51	53
53	184
163	128
48	164
192	114
120	196
115	191
140	189
189	2
64	132
155	38
143	25
71	21
110	168
22	102
185	30
169	196
48	52
169	77
57	121
13	80
141	93
140	45
80	29
82	89
110	156
148	100
32	192
39	95
78	108
155	10
34	139
177	64
182	20
158	142
129	79
0	178
13	48
71	92
139	86
157	103
102	11
28	130
43	80
179	155
110	98
172	34
163	74
110	138
45	194
67	87
93	28
190	83
55	187
108	130
167	48
193	178
23	29
143	148
93	177
64	9
18	17
1	168
55	28
158	111
128	164
35	65
8	197
37	42
19	32
68	132
162	1
17	78
48	2
158	127
93	190
127	55
197	26
67	151
166	76
162	131
122	171
150	165
10	16
10	118
98	84
53	199
36	9
19	55
67	173
32	169
30	33
88	149
54	168
172	46
115	183
154	80
57	123
43	1
16	146
50	93
185	40
152	163
25	155
118	157
53	78
33	114
88	76
33	132
94	18
34	70
119	66
144	117
102	54
139	159
71	141
72	14
178	77
5	44
151	16
178	197
80	30
17	12
24	42
144	7
45	186
67	73
85	99
166	57
4	43
155	84
150	175
117	190
135	179
11	156
136	1
75	156
191	65
146	41
192	147
75	155
47	71
19	68
142	69
167	14
184	176
40	25
7	9
157	45
81	108
187	58
166	131
10	49
122	123
60	72
22	102
178	15
77	58
56	13
34	190
144	83
82	161
182	30
76	13
148	14
67	36
80	163
100	75
78	35
65	95
101	85
141	152
188	4
34	173
95	40
152	157
143	77
148	193
46	182
22	34
135	92
74	20
124	189
137	30
82	177
88	108
184	43
150	178
147	95
69	186
189	131
30	53
91	112
88	66
77	97
140	120
0	31
167	127
51	69
126	55
198	56
10	65
120	0
50	38
181	34
167	159
163	55
73	109
92	47
159	140
44	64
5	90
71	192
109	16
150	100
128	57
93	28
111	35
187	78
115	165
132	19
178	49
98	141
151	112
167	165
109	152
39	39
172	150
174	42
9	157
176	153
31	17
90	138
107	92
152	77
21	9
33	22
100	162
65	113
37	64
46	113
176	83
122	84
127	171
132	100
35	116
113	123
12	82
183	82
166	2
143	145
15	138
40	163
8	53
108	167
90	87
4	87
127	73
22	64
89	3
126	142
165	75
176	38
49	91
104	15
180	167
173	97
146	179
7	133
37	77
84	101
197	181
156	68
156	182
77	185
56	47
91	43
198	12
80	14
84	159
38	13
81	11
109	181
138	14
115	66
13	193
140	97
158	39
0	106
27	5
39	188
108	80
175	78
8	129
142	54
37	115
188	188
11	18
98	92
115	27
152	67
135	12
55	147
127	93
0	61
64	140
117	194
157	118
37	74
51	125
47	112
65	179
194	42
141	24
34	48
177	1
39	181
105	104
18	139
95	34
36	185
2	96
73	193
147	143
4	3
123	127
49	190
79	97
195	85
140	156
85	97
25	60
11	21
112	146
68	179
33	162
86	159
74	64
171	187
103	71
75	34
162	61
40	96
104	126
148	93
93	20
62	93
33	64
42	38
60	123
175	179
74	197
176	180
159	126
175	183
33	171
172	32
109	85
54	49
94	65
191	19
72	141
41	107
179	60
126	46
53	184
177	81
156	137
161	98
178	121
193	36
77	138
42	103
13	64
28	135
192	138
60	152
153	51
37	101
16	171
5	195
124	139
162	138
107	167
175	198
130	161
178	139
108	13
14	198
187	93
10	10
44	127
157	136
86	32
127	36
100	148
145	198
18	16
104	47
181	12
116	42
193	193
71	169
181	151
2	157
15	79
22	53
161	157
61	21
15	100
17	51
61	158
169	198
21	55
149	124
50	153
187	150
68	12
1	77
36	46
155	11
7	164
166	178
134	126
100	182
42	48
69	70
133	35
130	98
45	169
147	139
39	78
92	140
167	131
129	129
43	197
162	128
107	4
186	79
94	190
160	75
52	133
171	76
126	177
42	132
156	39
37	193
14	194
69	110
65	89
151	3
8	33
7	12
51	93
76	144
26	96
156	51
180	18
58	24
52	84
58	88
158	69
83	46
119	182
187	79
184	18
38	126
19	77
171	155
169	144
142	3
131	164
147	17
129	159
89	14
2	161
100	183
23	185
159	101
165	9
85	70
149	58
36	70
149	176
84	130
44	112
107	140
40	120
99	145
137	45
62	101
67	159
135	187
174	91
80	32
69	183
163	45
170	18
117	193
4	160
31	145
21	73
76	139
75	180
104	37
1	85
92	168
118	73
101	193
13	166
191	64
137	61
20	96
96	95
67	133
125	174
103	37
157	149
141	196
163	183
44	130
142	154
128	42
29	86
94	46
107	19
197	102
6	9
150	75
102	35
44	148
36	40
1	125
35	86
44	72
198	173
108	165
127	173
130	61
150	166
185	13
16	91
54	113
30	7
78	85
35	148
165	109
147	82
91	106
14	81
85	96
54	32
156	91
33	156
89	91
37	109
107	107
177	104
95	153
120	110
154	14
9	172
161	143
103	193
105	3
139	57
80	22
47	164
137	31
72	94
97	193
23	38
181	62
32	163
23	49
25	155
193	121
51	187
68	126
181	160
94	166
97	191
174	133
49	28
154	89
55	99
73	143
46	145
91	156
13	112
140	128
80	118
164	73
187	181
179	25
146	31
34	118
23	94
99	195
50	120
180	17
113	188
132	196
120	90
117	83
173	132
34	199
185	124
132	30
195	64
36	88
148	136
78	58
156	29
83	66
170	8
21	118
69	126
7	105
68	41
10	81
64	193
112	180
44	102
53	184
194	128
84	90
72	160
58	4
145	196
8	143
124	10
137	16
49	115
124	190
88	178
122	99
72	155
186	177
60	96
7	141
89	167
159	24
138	61
41	194
10	58
24	77
130	134
104	60
160	131
122	52
185	29
185	28
199	125
108	19
61	22
93	158
66	39
44	42
154	39
130	138
140	112
6	118
78	57
131	189
2	117
24	142
43	74
136	169
90	50
52	33
98	76
173	34
134	79
61	49
11	161
117	110
158	121
62	127
139	158
27	41
42	17
63	180
150	184
0	158
119	177
52	76
77	191
54	38
119	166
118	145
39	28
188	103
22	190
95	28
25	1
13	118
28	70
147	19
177	121
13	143
118	150
183	15
49	145
140	103
111	32
9	117
3	99
78	23
184	91
13	113
109	69
192	190
63	148
191	166
197	80
6	2
160	164
198	55
146	123
114	58
155	35
158	182
156	55
70	141
194	41
187	196
181	147
64	164
120	143
79	146
165	87
29	21
188	165
13	122
170	118
81	112
194	163
17	180
137	27
50	188
160	129
158	20
65	155
90	191
13	10
92	123
43	44
30	17
100	103
38	90
30	196
161	197
67	108
115	13
121	63
11	109
51	192
5	112
77	30
108	26
15	53
182	163
171	23
187	109
77	34
168	62
32	199
130	146
150	172
152	141
23	46
8	55
56	141
143	84
144	60
2	42
128	65
85	155
98	15
80	145
166	70
9	101
13	107
107	138
51	38
149	126
143	71
157	37
189	140
194	193
161	65
14	91
2	120
104	177
53	121
125	173
113	182
171	8
129	40
98	174
151	178
44	16
71	59
91	23
146	31
87	142
8	35
110	13
102	7
122	115
72	0
50	166
39	53
197	153
98	125
186	22
5	122
135	198
31	30
64	84
11	13
26	137
8	6
0	197
127	125
81	125
171	165
22	195
180	177
149	153
80	194
171	198
177	172
186	82
89	26
103	198
12	163
91	192
46	199
0	196
83	18
100	160
175	128
29	54
61	14
43	7
21	151
64	6
140	162
165	49
198	78
12	92
130	22
105	83
125	0
147	185
198	167
48	126
190	193
103	133
130	186
136	68
37	173
22	18
20	79
47	40
99	27
23	147
152	12
139	150
182	194
169	69
91	27
166	108
130	108
3	138
41	138
54	81
53	172
146	17
186	119
58	0
71	196
104	144
180	120
74	159
154	47
98	54
193	117
139	34
92	151
144	73
182	31
184	57
91	103
115	179
97	9
173	169
134	111
109	60
186	21
10	2
83	41
134	47
15	161
21	194
178	85
168	53
61	98
103	6
7	119
81	110
195	167
64	27
94	67
179	121
19	57
124	50
84	53
166	124
66	75
0	4
176	148
182	188
133	44
66	114
80	182
10	134
50	116
96	82
50	155
2	98
62	61
181	163
158	194
133	38
24	8
28	27
80	98
30	99
84	102
138	177
48	120
70	25
151	153
174	117
137	128
111	57
136	36
94	141
53	87
43	184
153	28
88	38
68	113
21	95
161	127
183	78
194	136
73	198
154	55
40	81
132	123
38	156
61	83
133	33
176	2
36	5
173	66
120	144
127	131
112	195
157	156
92	117
91	162
167	141
174	52
21	30
99	30
121	95
58	172
183	87
156	38
103	55
177	103
186	148
128	52
132	6
36	3
72	191
180	73
177	103
126	35
25	118
96	116
151	15
7	176
57	156
60	159
49	113
6	7
101	169
148	176
64	40
20	118
181	26
15	140
192	32
126	23
190	45
118	92
81	45
154	143
54	156
51	71
111	141
58	26
100	108
51	105
169	91
119	79
109	54
149	141
13	157
127	78
177	144
101	35
177	102
68	24
165	169
102	163
21	96
166	126
160	167
110	84
167	61
112	153
17	143
68	119
34	27
20	65
122	126
173	158
22	138
46	51
140	197
163	82
126	190
113	178
173	13
81	0
65	30
177	94
18	180
184	187
194	197
171	73
31	72
151	33
166	42
168	161
190	166
166	173
150	4
0	2
169	2
130	24
37	180
176	192
113	98
69	188
157	163
22	73
25	73
94	55
35	184
9	76
151	187
95	156
10	46
69	50
186	36
10	110
148	171
182	182
176	157
144	6
161	148
130	36
39	129
102	171
82	17
188	27
93	50
94	65
87	164
166	151
194	92
80	137
137	161
65	187
187	72
18	117
106	141
63	95
172	81
166	45
186	126
182	133
179	192
31	24
134	7
65	98
67	180
188	109
40	84
120	126
118	197
72	4
92	178
143	162
77	14
70	78
113	124
175	26
175	90
112	86
48	135
35	86
2	166
191	196
76	170
151	164
69	149
101	12
15	84
39	188
14	92
137	84
13	2
172	129
8	124
141	114
83	182
59	4
196	38
130	32
166	120
199	13
48	96
199	53
4	54
16	83
147	55
36	4
177	126
149	181
177	78
37	113
115	66
104	171
163	21
60	59
121	131
127	85
10	77
97	171
112	93
21	75
85	157
23	81
38	91
63	16
13	95
192	15
161	48
37	128
112	148
119	125
61	167
51	92
139	190
152	143
61	99
35	127
88	163
52	77
27	13
106	188
189	83
85	109
143	49
198	75
161	76
59	126
101	84
18	100
185	18
183	143
26	2
60	0
106	188
114	147
74	81
16	50
75	171
148	127
102	3
14	165
19	151
15	105
74	5
142	30
44	111
161	44
82	148
169	169
82	190
48	158
160	155
28	79
155	12
74	177
68	77
75	35
98	129
138	194
113	139
183	7
199	113
143	182
91	136
195	184
94	114
181	59
125	15
84	50
80	136
182	121
172	124
45	2
92	142
61	15
77	60
178	166
0	144
63	158
45	104
78	90
156	84
38	102
117	61
88	69
181	160
31	17
14	1
37	102
198	115
32	118
29	30
124	102
198	30
169	103
56	66
57	83
64	42
82	111
99	56
11	47
29	39
79	192
76	124
28	176
185	33
86	83
169	168
109	172
133	181
109	178
196	95
116	33
93	46
125	7
197	133
53	23
41	172
0	184
194	85
132	10
118	60
70	61
3	78
92	44
168	123
73	140
189	164
75	43
142	8
169	173
110	36
41	146
144	157
43	119
66	109
114	125
132	105
118	174
183	121
136	104
169	78
173	143
151	29
139	63
135	88
111	77
159	24
95	100
81	195
47	145
24	165
163	19
51	40
176	155
175	140
90	102
47	192
89	1
182	164
85	156
65	135
92	144
189	17
125	180
173	148
104	118
45	130
109	51
61	167
182	49
193	32
119	60
136	15
153	93
6	150
113	13
92	184
97	74
127	194
196	20
128	38
67	130
22	198
92	183
33	134
81	155
178	171
85	19
30	33
84	123
60	111
135	117
90	192
8	14
182	44
126	168
98	8
121	99
75	144
82	170
93	107
112	22
20	85
181	41
70	46
181	128
40	198
120	154
45	34
97	176
100	63
152	115
193	124
188	194
120	29
47	197
49	181
124	94
45	176
10	63
73	198
158	133
86	125
89	81
101	145
185	113
66	104
26	170
38	29
195	125
82	167
172	172
55	55
156	11
136	96
116	198
124	59
30	62
27	159
159	39
56	12
36	34
57	174
181	186
183	49
181	70
165	136
130	60
140	140
62	144
117	169
169	86
3	152
54	97
67	152
36	116
111	118
11	175
47	82
132	140
160	150
67	64
164	35
196	76
179	135
183	2
175	66
194	96
74	134
115	81
134	28
159	165
69	129
164	25
60	141
131	158
199	139
63	26
31	197
21	126
110	39
75	67
144	128
50	179
20	27
165	183
61	121
95	64
176	145
197	188
73	114
80	190
181	121
131	48
94	153
48	89
13	22
84	99
32	139
168	168
24	95
108	198
34	159
183	32
24	185
56	111
166	13
82	140
51	4
103	122
120	38
185	164
28	140
171	75
197	152
124	130
6	177
139	113
80	103
24	194
93	132
185	51
133	148
47	39
76	53
37	128
30	56
116	56
128	101
186	185
177	158
79	169
109	67
134	109
10	27
32	193
155	126
22	96
128	24
154	77
157	95
33	65
70	191
78	14
141	87
196	82
170	15
54	77
31	140
84	23
4	62
21	57
112	7
154	35
171	95
151	73
185	175
97	133
20	166
77	123
22	17
55	172
159	19
65	35
10	36
186	51
60	178
54	112
102	4
113	79
103	154
117	9
54	60
49	68
64	54
155	41
174	68
35	165
90	127
102	168
59	187
177	113
78	20
134	147
38	80
28	34
187	191
62	0
117	195
92	122
105	144
112	189
24	38
98	65
106	31
164	140
51	0
125	56
5	192
149	25
14	126
125	115
161	83
190	127
101	104
19	100
132	45
73	191
40	169
22	19
19	84
135	14
53	84
66	112
24	1
67	153
142	199
77	23
145	148
3	107
61	49
79	41
32	52
109	163
6	8
176	12
42	69
122	148
111	131
91	9
195	35
176	190
58	17
6	64
188	145
56	27
190	137
90	151
60	156
101	51
143	131
146	12
164	29
30	148
83	46
83	126
146	0
184	17
63	104
131	117
78	115
163	115
84	65
197	184
153	104
67	22
84	103
7	164
183	134
0	72
128	126
106	103
14	14
158	147
123	175
66	56
192	89
59	170
45	138
93	80
95	112
122	102
91	104
55	39
181	9
83	79
33	92
43	98
36	131
120	191
115	186
178	22
197	30
98	37
46	113
72	43
136	25
106	66
129	188
173	127
52	105
178	133
6	166
82	96
188	137
90	172
126	22
178	141
10	34
17	134
135	110
150	78
53	128
44	176
192	7
65	184
82	125
10	151
104	3
55	66
79	184
180	90
197	41
177	95
195	178
138	32
101	163
24	169
70	6
72	174
69	173
125	25
177	96
162	9
121	71
25	169
90	70
142	135
122	67
185	146
18	20
26	75
176	31
83	119
21	60
2	114
169	80
165	172
141	94
159	194
122	79
126	15
163	184
154	153
94	30
60	0
153	148
195	63
4	44
73	25
170	62
142	59
196	170
189	150
4	16
194	100
27	58
46	177
46	87
70	156
4	60
110	134
31	174
66	177
41	16
12	19
70	169
167	17
64	46
21	28
1	5
114	187
46	92
169	138
180	148
114	94
187	30
142	162
48	189
170	153
20	196
147	44
86	186
32	130
75	47
176	20
0	122
50	177
163	96
160	111
42	33
20	61
16	146
160	58
13	56
8	115
61	73
172	91
155	72
150	111
140	60
188	128
181	71
99	109
71	46
6	87
136	37
28	164
156	192
122	26
57	164
155	43
26	30
86	83
6	106
2	139
49	189
184	38
161	174
55	41
158	61
100	151
32	75
131	37
54	22
131	18
182	23
19	107
136	54
110	5
23	98
12	193
194	71
109	64
177	191
190	199
137	130
181	33
58	114
163	3
90	101
94	111
66	111
43	42
22	82
48	86
164	44
62	45
142	48
5	145
113	195
85	181
137	95
119	123
41	62
147	90
174	98
15	119
116	179
169	172
40	16
98	36
123	47
66	97
57	176
129	90
177	100
114	8
33	78
156	123
96	103
89	96
191	128
151	69
173	194
135	90
30	170
118	129
148	68
181	69
170	103
134	76
28	26
172	28
32	161
194	157
71	82
20	102
101	45
8	121
63	139
38	184
126	177
135	131
106	145
85	142
104	177
93	188
158	132
61	61
106	120
127	131
33	142
91	34
81	186
192	137
0	63
140	13
11	148
111	87
1	49
88	145
45	18
172	20
120	80
114	10
80	0
38	139
11	12
116	82
129	160
113	103
41	177
122	133
33	71
155	155
136	0
109	194
161	135
159	116
1	169
86	107
164	145
26	121
189	140
168	163
106	91
130	199
189	6
191	176
160	68
182	85
133	22
85	183
81	193
34	71
158	101
77	14
137	83
102	171
142	81
22	31
35	114
152	116
148	187
37	175
193	103
32	155
195	159
50	121
8	130
1	71
191	5
120	179
184	50
125	98
130	134
47	47
47	112
91	35
121	113
41	142
21	131
27	153
25	134
48	121
100	124
156	91
171	117
6	35
179	174
185	27
39	24
153	190
179	114
163	38
68	38
129	93
136	108
188	11
188	63
101	45
87	13
16	140
123	96
172	51
20	102
47	67
171	44
183	122
21	132
32	185
10	22
79	127
187	44
95	86
133	9
33	184
142	160
97	158
150	1
27	36
12	81
34	8
83	36
158	101
12	58
16	31
178	131
77	150
196	106
0	96
51	4
136	5
7	168
132	160
14	117
137	90
104	90
169	88
84	32
169	148
190	3
135	199
20	85
126	57
11	177
191	99
198	98
88	137
164	54
152	30
161	24
54	5
174	16
158	197
166	133
124	61
185	90
13	199
52	156
100	151
20	57
2	131
55	82
124	9
54	61
9	171
4	124
2	118
159	87
30	134
4	53
139	75
69	100
24	98
163	117
52	25
109	121
81	82
149	38
54	144
153	127
152	196
46	12
0	10
46	148
26	118
193	102
185	180
51	158
96	41
168	43
166	90
71	21
96	38
116	159
130	91
92	3
51	75
64	102
53	62
100	198
136	144
137	19
178	87
26	80
162	25
10	157
172	146
68	42
102	57
14	6
171	23
29	18
74	134
132	100
176	54
155	161
83	192
193	63
127	36
173	166
55	112
15	127
195	14
136	108
154	3
97	19
123	167
73	101
10	92
103	128
80	17
143	124
166	83
61	146
126	68
198	38
64	106
195	20
62	12
150	37
166	33
20	80
87	102
153	42
45	168
136	94
102	135
82	10
146	191
25	22
196	132
33	137
131	73
0	95
64	78
31	42
28	126
116	120
182	92
143	17
190	15
73	122
185	96
109	113
181	196
40	119
183	54
187	62
101	106
123	57
157	151
3	91
166	67
103	188
65	78
31	148
152	123
71	21
112	96
166	77
17	96
79	29
100	151
134	164
24	153
152	151
19	196
109	110
155	80
55	154
102	116
145	125
59	64
76	9
185	89
132	121
26	64
122	42
119	91
172	189
104	82
75	111
161	82
162	35
182	113
14	73
184	69
21	73
42	183
154	88
159	89
12	127
89	153
191	133
20	13
108	169
100	3
30	164
77	106
164	123
161	168
61	199
1	141
130	65
50	149
68	68
22	122
167	163
140	61
51	198
78	89
15	164
175	40
113	71
54	172
158	100
91	85
25	42
153	72
42	98
134	146
109	40
25	26
0	66
148	130
141	139
13	134
22	56
196	150
27	31
31	17
141	171
73	176
56	80
126	175
58	101
167	120
171	97
167	106
92	71
160	11
172	2
182	78
166	192
88	194
189	28
98	89
23	73
168	109
34	124
108	22
75	8
22	78
79	112
123	35
184	94
183	170
164	162
22	76
86	73
27	58
81	29
60	72
37	178
116	35
42	122
59	190
111	75
196	26
172	160
28	3
16	55
128	44
137	161
143	70
171	98
98	21
52	34
40	64
198	53
94	179
74	29
27	43
74	44
85	173
125	190
105	120
5	65
192	52
53	189
77	9
156	160
191	179
175	173
134	2
13	60
130	69
7	108
122	178
191	166
108	171
34	150
152	72
187	52
99	51
8	26
64	107
173	83
150	114
148	56
121	141
38	12
164	19
16	101
131	109
71	62
87	10
138	163
68	15
194	41
186	44
70	27
104	164
44	115
176	14
49	173
18	181
93	80
167	60
34	33
188	9
34	45
65	168
1	144
38	133
96	86
142	140
171	154
47	123
27	75
78	44
135	136
85	39
117	145
93	130
77	77
93	98
80	86
188	4
141	82
162	38
79	47
196	159
48	67
134	92
19	141
169	167
101	187
82	84
79	5
103	98
2	63
80	82
111	30
27	0
106	156
138	21
184	24
153	94
34	57
199	199
198	94
19	12
181	140
178	4
138	29
19	55
127	41
39	47
5	67
151	65
1	115
192	153
91	32
82	14
98	35
104	117
121	10
56	0
99	182
104	143
51	61
42	41
96	90
183	188
137	46
157	72
71	97
64	39
150	133
56	27
137	165
40	18
71	1
14	107
76	121
161	67
35	179
112	30
193	181
164	11
149	42
144	59
127	104
31	20
71	19
136	84
116	152
67	194
58	12
34	91
81	86
77	2
74	92
123	167
113	88
47	161
176	176
32	69
23	129
196	20
54	35
12	39
60	177
108	120
59	57
16	160
136	73
113	101
82	5
182	43
169	146
128	119
114	81
149	54
184	122
18	54
176	66
89	158
91	86
195	167
121	118
16	92
68	146
18	175
107	114
126	35
167	68
198	137
146	21
43	11
190	22
89	178
24	62
25	75
125	22
163	165
106	80
97	5
111	86
38	73
198	168
82	86
117	1
68	28
112	55
168	186
196	25
171	85
184	20
119	199
7	113
191	21
85	131
33	179
163	86
170	102
107	70
78	139
198	39
135	8
130	57
4	112
16	111
74	166
166	15
147	175
106	10
198	180
192	199
54	129
86	104
71	108
54	135
113	18
177	184
3	182
71	183
31	111
51	15
190	6
1	76
53	193
153	70
88	141
115	46
48	117
62	59
11	2
135	190
59	165
73	157
148	82
77	187
158	33
63	52
71	137
65	119
85	139
133	194
41	22
45	12
13	133
195	81
84	137
180	135
35	16
74	61
41	63
138	191
197	59
8	191
64	38
170	128
180	12
27	112
60	170
75	5
154	109
161	7
60	135
64	144
9	44
99	89
115	135
111	100
186	140
114	176
191	190
94	180
7	176
0	121
163	32
44	143
38	189
120	135
94	161
68	120
70	32
19	87
184	56
191	71
167	96
7	105
78	177
171	130
51	69
43	68
28	61
34	50
188	54
59	16
82	53
84	1
135	14
121	164
112	71
35	29
8	161
89	48
142	37
120	139
150	164
68	191
85	89
121	196
137	90
3	108
67	99
81	114
111	52
22	155
134	98
137	35
83	176
169	124
17	61
134	52
87	172
40	199
63	136
169	87
129	7
65	72
95	60
9	181
113	72
37	130
20	173
42	103
192	39
140	23
39	51
12	30
23	104
176	14
182	73
77	111
66	113
150	120
124	51
161	174
122	147
194	156
100	136
26	70
141	197
106	180
175	17
142	31
188	180
182	152
197	141
75	32
112	31
107	17
177	65
182	17
101	30
100	110
128	168
14	108
163	192
164	0
6	129
141	138
16	180
144	163
92	111
77	126
138	71
134	126
151	152
129	145
154	136
55	138
4	184
154	96
194	59
29	129
159	122
135	136
135	62
70	116
25	103
71	177
29	53
33	107
72	42
181	106
140	176
21	164
143	72
37	37
2	169
110	180
185	143
95	150
4	11
79	135
120	45
168	123
28	172
107	69
1	26
198	17
140	38
37	56
90	181
170	123
158	123
47	106
96	57
21	117
0	152
45	183
113	189
101	141
140	125
123	165
194	82
130	69
163	123
83	35
194	58
98	55
62	101
81	23
142	197
179	118
156	108
84	102
46	77
173	194
179	74
104	43
102	47
77	81
112	127
196	134
124	42
179	6
19	58
84	84
42	166
180	161
150	5
97	97
7	154
49	24
72	74
191	141
36	52
198	105
198	73
40	113
39	101
0	45
164	166
41	3
71	87
122	9
140	133
160	71
129	33
8	192
7	139
145	42
64	191
73	83
0	193
114	17
6	121
54	199
38	110
174	28
183	109
169	57
54	53
167	15
32	8
37	172
34	164
96	66
175	52
110	148
178	65
27	190
71	44
60	173
11	36
124	165
2	154
187	66
127	153
118	40
116	17
181	90
112	95
150	123
83	92
5	182
40	193
5	132
175	62
137	116
161	146
176	50
45	122
30	141
88	61
59	64
107	63
136	122
15	149
41	8
80	67
52	22
147	41
65	14
124	48
22	39
192	142
139	78
9	141
73	161
0	97
78	151
47	67
102	133
78	86
36	155
149	104
104	110
182	113
24	37
12	56
148	84
19	120
76	170
99	69
196	59
144	185
141	93
143	194
72	169
197	128
86	30
115	31
178	2
61	91
170	46
81	50
161	38
185	121
76	198
12	47
22	153
161	11
184	50
59	10
188	0
84	132
30	183
54	151
121	120
95	17
172	186
50	101
93	102
141	122
93	64
167	101
197	123
35	28
54	33
58	97
130	113
158	6
51	144
148	73
115	162
3	121
53	18
76	20
187	109
169	82
12	18
187	189
128	44
134	116
102	42
197	120
170	155
107	184
173	176
194	185
36	150
173	111
1	78
180	53
165	191
156	39
187	32
30	111
166	64
